symbol,date,open,high,low,close,volume,nfbs,previous_close
^PSEi,10/8/2012,5440.01,5449.57,5415.99,5434.13,6186739,116776,0
^PSEi,10/9/2012,5437.34,5443.35,5393.5,5394.9,6596914,-72025,5434.13
^PSEi,10/10/2012,5394.09,5408.02,5365.17,5369.6,6908518,-518407,5394.9
^PSEi,10/11/2012,5376.19,5384.83,5353.47,5353.47,5582156,-314692,5369.6
^PSEi,10/12/2012,5353.71,5372.68,5353.71,5369.72,27489636,-12742649,5353.47
^PSEi,10/15/2012,5366.92,5383.22,5360.91,5383.22,9100097,-515539,5369.72
^PSEi,10/16/2012,5383.9,5406.02,5383.9,5399.94,7155385,-410688,5383.22
^PSEi,10/17/2012,5400.53,5445.95,5400.53,5438.38,7321544,462862,5399.94
^PSEi,10/18/2012,5445.3,5452.02,5428.73,5435.94,6426984,305631,5438.38
^PSEi,10/19/2012,5435.94,5460.92,5424.52,5432.36,6492119,-78393,5435.94
^PSEi,10/22/2012,5432.28,5432.28,5403.3,5424.79,7695135,2383717,5432.36
^PSEi,10/23/2012,5424.05,5442.94,5424.05,5432.32,5783052,321637,5424.79
^PSEi,10/24/2012,5425.12,5425.43,5385.71,5398.69,5669552,-292450,5432.32
^PSEi,10/25/2012,5403.39,5415.14,5383.9,5405.16,5235453,-115019,5398.69
^PSEi,10/29/2012,5404.79,5420.74,5394.82,5397.42,5214131,55848,5405.16
^PSEi,10/30/2012,5394.09,5426.67,5393.99,5426.67,6259078,624864,5397.42
^PSEi,10/31/2012,5426.67,5447.73,5422.15,5424.51,6346782,570534,5426.67
^PSEi,11/5/2012,5428.26,5483.93,5428.26,5457.82,8653119,711061,5424.51
^PSEi,11/6/2012,5459.74,5477.57,5458.48,5473.61,8372705,802878,5457.82
^PSEi,11/7/2012,5467.06,5467.5,5425.9,5437.29,9014363,367384,5473.61
^PSEi,11/8/2012,5437.08,5446.71,5402.4,5446.71,6457377,-110826,5437.29
